※ 매월 말일자 통계 현황,,,,,,,
,,2021년05월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
2714055500,대구광역시 동구 신천1.2동,"13,086","6,164",2.12,"6,232","6,854",0.91
2714057000,대구광역시 동구 신천3동,"12,270","5,316",2.31,"6,056","6,214",0.97
2714058000,대구광역시 동구 신천4동,"7,399","4,664",1.59,"3,699","3,700",1
2714059000,대구광역시 동구 효목1동,"14,062","7,157",1.96,"6,980","7,082",0.99
2714060000,대구광역시 동구 효목2동,"13,699","6,640",2.06,"6,566","7,133",0.92
2714061500,대구광역시 동구 도평동,"4,079","2,067",1.97,"2,172","1,907",1.14
2714062000,대구광역시 동구 불로.봉무동,"21,581","8,835",2.44,"10,585","10,996",0.96
2714064000,대구광역시 동구 지저동,"14,660","7,003",2.09,"7,296","7,364",0.99
2714065500,대구광역시 동구 동촌동,"15,793","7,750",2.04,"7,944","7,849",1.01
2714067000,대구광역시 동구 방촌동,"18,073","7,978",2.27,"8,712","9,361",0.93
2714068500,대구광역시 동구 해안동,"15,432","7,340",2.1,"7,741","7,691",1.01
2714072000,대구광역시 동구 안심1동,"43,162","20,107",2.15,"21,165","21,997",0.96
2714073000,대구광역시 동구 안심2동,"11,198","4,989",2.24,"5,649","5,549",1.02
2714074200,대구광역시 동구 안심3동,"21,263","8,235",2.58,"10,312","10,951",0.94
2714074700,대구광역시 동구 안심4동,"29,311","11,954",2.45,"14,520","14,791",0.98
2714075500,대구광역시 동구 혁신동,"18,755","8,524",2.2,"9,273","9,482",0.98
2714076000,대구광역시 동구 공산동,"21,560","9,830",2.19,"10,587","10,973",0.96
2717000000,대구광역시 서구 ,"168,704","83,584",2.02,"84,423","84,281",1
2717051000,대구광역시 서구 내당1동,"8,550","4,208",2.03,"4,222","4,328",0.98
2717052500,대구광역시 서구 내당2.3동,"10,033","5,142",1.95,"4,872","5,161",0.94
2717054000,대구광역시 서구 내당4동,"16,835","8,113",2.08,"8,146","8,689",0.94
2717055000,대구광역시 서구 비산1동,"9,781","4,958",1.97,"5,007","4,774",1.05
2717056500,대구광역시 서구 비산2.3동,"9,551","5,268",1.81,"4,738","4,813",0.98
2717058000,대구광역시 서구 비산4동,"9,942","4,785",2.08,"4,887","5,055",0.97
2717059000,대구광역시 서구 비산5동,"6,274","3,466",1.81,"3,188","3,086",1.03
2717060000,대구광역시 서구 비산6동,"7,770","3,824",2.03,"3,833","3,937",0.97
2717061000,대구광역시 서구 비산7동,"10,767","6,001",1.79,"5,694","5,073",1.12
2717062000,대구광역시 서구 평리1동,"7,944","4,021",1.98,"4,011","3,933",1.02
2717063000,대구광역시 서구 평리2동,"8,078","3,646",2.22,"3,961","4,117",0.96
2717064000,대구광역시 서구 평리3동,"10,032","5,132",1.95,"5,053","4,979",1.01
2717065000,대구광역시 서구 평리4동,"18,180","8,539",2.13,"9,011","9,169",0.98
2717066000,대구광역시 서구 평리5동,"1,778",936,1.9,937,841,1.11
2717066100,대구광역시 서구 평리6동,"5,125","2,537",2.02,"2,710","2,415",1.12
2717067500,대구광역시 서구 상중이동,"20,277","8,899",2.28,"10,207","10,070",1.01
2717069500,대구광역시 서구 원대동,"7,787","4,109",1.9,"3,946","3,841",1.03
2720000000,대구광역시 남구 ,"146,066","77,226",1.89,"70,118","75,948",0.92
2720051500,대구광역시 남구 이천동,"12,297","5,697",2.16,"5,788","6,509",0.89
2720053000,대구광역시 남구 봉덕1동,"9,222","5,281",1.75,"4,438","4,784",0.93
2720054000,대구광역시 남구 봉덕2동,"12,791","5,644",2.27,"6,125","6,666",0.92
2720055000,대구광역시 남구 봉덕3동,"16,949","8,545",1.98,"8,042","8,907",0.9
2720056000,대구광역시 남구 대명1동,"11,447","5,862",1.95,"5,580","5,867",0.95
2720057100,대구광역시 남구 대명2동,"10,536","6,242",1.69,"4,971","5,565",0.89
2720058600,대구광역시 남구 대명3동,"10,988","6,283",1.75,"5,420","5,568",0.97
2720059000,대구광역시 남구 대명4동,"11,185","6,038",1.85,"5,443","5,742",0.95
2720060000,대구광역시 남구 대명5동,"7,137","4,060",1.76,"3,385","3,752",0.9
2720061000,대구광역시 남구 대명6동,"9,641","5,176",1.86,"4,623","5,018",0.92
2720064000,대구광역시 남구 대명9동,"15,952","8,581",1.86,"7,770","8,182",0.95
2720065000,대구광역시 남구 대명10동,"9,231","5,049",1.83,"4,382","4,849",0.9
2720066000,대구광역시 남구 대명11동,"8,690","4,768",1.82,"4,151","4,539",0.91
2723000000,대구광역시 북구 ,"437,892","188,832",2.32,"218,036","219,856",0.99
2723051000,대구광역시 북구 고성동,"4,912","2,265",2.17,"2,367","2,545",0.93
2723052600,대구광역시 북구 칠성동,"23,358","10,314",2.26,"11,282","12,076",0.93
2723055000,대구광역시 북구 침산1동,"4,209","2,114",1.99,"2,247","1,962",1.15
2723056000,대구광역시 북구 침산2동,"19,212","7,119",2.7,"9,294","9,918",0.94
2723057000,대구광역시 북구 침산3동,"20,163","7,585",2.66,"9,763","10,400",0.94
2723061000,대구광역시 북구 산격1동,"9,408","5,312",1.77,"4,664","4,744",0.98
2723062000,대구광역시 북구 산격2동,"10,987","4,705",2.34,"5,384","5,603",0.96
2723063000,대구광역시 북구 산격3동,"9,087","5,818",1.56,"4,723","4,364",1.08
2723063100,대구광역시 북구 산격4동,"8,570","4,499",1.9,"4,494","4,076",1.1
2723064500,대구광역시 북구 대현동,"18,250","9,250",1.97,"9,236","9,014",1.02
2723067100,대구광역시 북구 복현1동,"7,687","4,881",1.57,"4,188","3,499",1.2
2723067200,대구광역시 북구 복현2동,"29,897","11,721",2.55,"14,787","15,110",0.98
2723068000,대구광역시 북구 검단동,"6,623","3,208",2.06,"3,293","3,330",0.99
2723069500,대구광역시 북구 무태조야동,"36,722","15,167",2.42,"18,739","17,983",1.04
2723071500,대구광역시 북구 관문동,"37,091","14,890",2.49,"18,532","18,559",1
2723072500,대구광역시 북구 태전1동,"22,385","10,202",2.19,"11,246","11,139",1.01
2723073500,대구광역시 북구 태전2동,"24,892","10,764",2.31,"12,193","12,699",0.96
2723074500,대구광역시 북구 구암동,"36,162","13,606",2.66,"17,816","18,346",0.97
2723075000,대구광역시 북구 관음동,"16,878","7,510",2.25,"8,502","8,376",1.02
2723077000,대구광역시 북구 읍내동,"26,698","11,367",2.35,"13,262","13,436",0.99
2723078000,대구광역시 북구 동천동,"28,788","10,624",2.71,"13,990","14,798",0.95
2723079000,대구광역시 북구 노원동,"11,980","5,977",2,"6,231","5,749",1.08
2723080000,대구광역시 북구 국우동,"23,933","9,934",2.41,"11,803","12,130",0.97
2726000000,대구광역시 수성구 ,"420,820","171,310",2.46,"203,573","217,247",0.94
2726051000,대구광역시 수성구 범어1동,"16,488","6,365",2.59,"7,840","8,648",0.91
2726052000,대구광역시 수성구 범어2동,"15,789","7,036",2.24,"7,678","8,111",0.95
2726053000,대구광역시 수성구 범어3동,"16,390","6,123",2.68,"7,866","8,524",0.92
2726054000,대구광역시 수성구 범어4동,"20,029","6,697",2.99,"9,837","10,192",0.97
2726055000,대구광역시 수성구 만촌1동,"23,019","9,018",2.55,"11,237","11,782",0.95
2726056000,대구광역시 수성구 만촌2동,"11,208","5,162",2.17,"5,577","5,631",0.99
2726056100,대구광역시 수성구 만촌3동,"20,095","6,952",2.89,"10,534","9,561",1.1
2726057000,대구광역시 수성구 수성1가동,"18,407","7,293",2.52,"8,474","9,933",0.85
2726058000,대구광역시 수성구 수성2.3가동,"12,111","4,767",2.54,"5,866","6,245",0.94
2726059000,대구광역시 수성구 수성4가동,"14,977","5,982",2.5,"6,979","7,998",0.87
2726060100,대구광역시 수성구 황금1동,"24,054","8,372",2.87,"11,531","12,523",0.92
2726060200,대구광역시 수성구 황금2동,"11,038","5,711",1.93,"5,314","5,724",0.93
2726061000,대구광역시 수성구 중동,"11,146","5,796",1.92,"5,546","5,600",0.99
2726062000,대구광역시 수성구 상동,"16,729","8,073",2.07,"8,081","8,648",0.93
2726063000,대구광역시 수성구 파동,"12,771","5,490",2.33,"6,162","6,609",0.93
2726064000,대구광역시 수성구 두산동,"14,266","7,020",2.03,"6,974","7,292",0.96
2726065100,대구광역시 수성구 지산1동,"22,303","10,670",2.09,"10,604","11,699",0.91
2726065200,대구광역시 수성구 지산2동,"18,992","7,996",2.38,"8,946","10,046",0.89
2726066100,대구광역시 수성구 범물1동,"11,546","5,992",1.93,"5,250","6,296",0.83
2726066200,대구광역시 수성구 범물2동,"17,298","6,645",2.6,"8,393","8,905",0.94
2726067000,대구광역시 수성구 고산1동,"31,126","11,192",2.78,"15,110","16,016",0.94
2726068000,대구광역시 수성구 고산2동,"27,362","10,374",2.64,"13,553","13,809",0.98
2726069000,대구광역시 수성구 고산3동,"33,676","12,584",2.68,"16,221","17,455",0.93
2729000000,대구광역시 달서구 ,"552,192","235,532",2.34,"272,325","279,867",0.97
2729051500,대구광역시 달서구 성당동,"23,672","10,801",2.19,"11,521","12,151",0.95
2729053500,대구광역시 달서구 두류1.2동,"14,511","8,267",1.76,"7,045","7,466",0.94
2729055000,대구광역시 달서구 두류3동,"8,393","4,108",2.04,"4,079","4,314",0.95
2729055500,대구광역시 달서구 감삼동,"27,143","11,639",2.33,"13,237","13,906",0.95
2729056300,대구광역시 달서구 죽전동,"13,745","6,863",2,"6,790","6,955",0.98
2729056800,대구광역시 달서구 장기동,"17,461","7,249",2.41,"8,599","8,862",0.97
2729057100,대구광역시 달서구 용산1동,"31,321","12,490",2.51,"15,716","15,605",1.01
2729057200,대구광역시 달서구 용산2동,"29,168","11,420",2.55,"14,697","14,471",1.02
2729057600,대구광역시 달서구 이곡1동,"23,390","9,296",2.52,"11,753","11,637",1.01
2729057700,대구광역시 달서구 이곡2동,"16,661","7,069",2.36,"8,442","8,219",1.03
2729058500,대구광역시 달서구 신당동,"32,051","17,298",1.85,"16,493","15,558",1.06
2729059000,대구광역시 달서구 본리동,"21,857","8,771",2.49,"10,837","11,020",0.98
2729060100,대구광역시 달서구 월성1동,"43,548","13,691",3.18,"21,359","22,189",0.96
2729060200,대구광역시 달서구 월성2동,"16,269","8,613",1.89,"7,813","8,456",0.92
2729061500,대구광역시 달서구 진천동,"76,428","28,796",2.65,"37,545","38,883",0.97
2729062400,대구광역시 달서구 상인1동,"38,411","13,888",2.77,"18,779","19,632",0.96
2729062500,대구광역시 달서구 상인2동,"20,080","9,345",2.15,"9,942","10,138",0.98
2729062600,대구광역시 달서구 상인3동,"11,310","6,214",1.82,"5,429","5,881",0.92
2729062800,대구광역시 달서구 도원동,"36,034","13,857",2.6,"17,483","18,551",0.94
2729063000,대구광역시 달서구 송현1동,"19,511","10,167",1.92,"9,641","9,870",0.98
2729064000,대구광역시 달서구 송현2동,"18,337","9,409",1.95,"8,756","9,581",0.91
2729065000,대구광역시 달서구 본동,"12,891","6,281",2.05,"6,369","6,522",0.98
2771000000,대구광역시 달성군 ,"260,403","109,355",2.38,"132,187","128,216",1.03
2771025000,대구광역시 달성군 화원읍,"47,663","19,278",2.47,"23,692","23,971",0.99
2771025300,대구광역시 달성군 논공읍,"4,756","2,447",1.94,"2,578","2,178",1.18
2771025400,대구광역시 달성군 논공읍공단출장소,"13,535","6,515",2.08,"7,166","6,369",1.13
2771025600,대구광역시 달성군 다사읍,"50,418","19,016",2.65,"24,923","25,495",0.98
2771025700,대구광역시 달성군 다사읍서재출장소,"38,626","14,533",2.66,"19,679","18,947",1.04
2771025900,대구광역시 달성군 유가읍,"29,667","11,292",2.63,"15,085","14,582",1.03
2771026200,대구광역시 달성군 옥포읍,"25,391","11,182",2.27,"12,802","12,589",1.02
2771026500,대구광역시 달성군 현풍읍,"23,185","11,801",1.96,"12,171","11,014",1.11
2771031000,대구광역시 달성군 가창면,"7,878","3,771",2.09,"3,922","3,956",0.99
2771033000,대구광역시 달성군 하빈면,"3,680","2,043",1.8,"1,979","1,701",1.16
2771038000,대구광역시 달성군 구지면,"15,604","7,477",2.09,"8,190","7,414",1.1
2800000000,인천광역시  ,"2,936,382","1,277,842",2.3,"1,470,528","1,465,854",1
2811000000,인천광역시 중구 ,"139,930","68,763",2.03,"72,745","67,185",1.08
2811052000,인천광역시 중구 연안동,"6,215","3,386",1.84,"3,364","2,851",1.18
2811053000,인천광역시 중구 신포동,"5,139","2,730",1.88,"2,628","2,511",1.05
2811054000,인천광역시 중구 신흥동,"13,263","6,260",2.12,"6,766","6,497",1.04
2811056000,인천광역시 중구 도원동,"3,972","2,052",1.94,"2,029","1,943",1.04
2811057000,인천광역시 중구 율목동,"3,269","1,822",1.79,"1,692","1,577",1.07
2811058500,인천광역시 중구 동인천동,"5,855","3,390",1.73,"3,088","2,767",1.12
2811060000,인천광역시 중구 북성동,"2,737","1,500",1.82,"1,419","1,318",1.08
2811061000,인천광역시 중구 송월동,"4,404","2,160",2.04,"2,173","2,231",0.97
2811062000,인천광역시 중구 영종동,"15,978","8,666",1.84,"8,875","7,103",1.25
2811062200,인천광역시 중구 영종1동,"43,481","16,479",2.64,"21,838","21,643",1.01
2811062800,인천광역시 중구 운서동,"31,581","17,708",1.78,"16,616","14,965",1.11
2811063000,인천광역시 중구 용유동,"4,036","2,610",1.55,"2,257","1,779",1.27
2811400000,인천광역시 중구영종출장소 ,0,0,0,0,0,0
2811800000,인천광역시 중구용유출장소 ,0,0,0,0,0,0
2814000000,인천광역시 동구 ,"61,530","28,393",2.17,"31,066","30,464",1.02
2814051000,인천광역시 동구 만석동,"7,048","3,234",2.18,"3,629","3,419",1.06
2814052500,인천광역시 동구 화수1.화평동,"6,046","2,853",2.12,"3,075","2,971",1.04
2814053000,인천광역시 동구 화수2동,"7,693","3,697",2.08,"3,798","3,895",0.98
2814055500,인천광역시 동구 송현1.2동,"10,583","4,448",2.38,"5,205","5,378",0.97
2814057000,인천광역시 동구 송현3동,"3,632","1,915",1.9,"1,875","1,757",1.07
2814058000,인천광역시 동구 송림1동,"1,625",719,2.26,796,829,0.96
2814059000,인천광역시 동구 송림2동,"2,858","1,599",1.79,"1,463","1,395",1.05
2814060500,인천광역시 동구 송림3.5동,"7,929","3,643",2.18,"4,056","3,873",1.05
2814061000,인천광역시 동구 송림4동,"4,442","1,836",2.42,"2,325","2,117",1.1
2814063000,인천광역시 동구 송림6동,"6,674","2,876",2.32,"3,333","3,341",1
2814064000,인천광역시 동구 금창동,"3,000","1,573",1.91,"1,511","1,489",1.01
2817700000,인천광역시 미추홀구 ,"404,236","189,754",2.13,"203,564","200,672",1.01
2817751000,인천광역시 미추홀구 숭의2동,"14,750","6,947",2.12,"7,463","7,287",1.02
2817752000,인천광역시 미추홀구 숭의1.3동,"14,361","6,998",2.05,"7,209","7,152",1.01
2817753000,인천광역시 미추홀구 숭의4동,"16,581","7,889",2.1,"8,312","8,269",1.01
2817754000,인천광역시 미추홀구 용현1.4동,"17,242","10,207",1.69,"9,329","7,913",1.18
2817755000,인천광역시 미추홀구 용현2동,"17,912","8,436",2.12,"8,987","8,925",1.01
2817756000,인천광역시 미추홀구 용현3동,"7,375","4,123",1.79,"3,868","3,507",1.1
2817757000,인천광역시 미추홀구 용현5동,"47,938","20,011",2.4,"23,786","24,152",0.98
2817758000,인천광역시 미추홀구 학익1동,"30,802","12,334",2.5,"15,330","15,472",0.99
2817759000,인천광역시 미추홀구 학익2동,"18,736","8,132",2.3,"9,234","9,502",0.97
2817760000,인천광역시 미추홀구 도화1동,"23,189","11,027",2.1,"11,587","11,602",1
2817761000,인천광역시 미추홀구 도화2.3동,"32,678","14,284",2.29,"16,591","16,087",1.03
2817762000,인천광역시 미추홀구 주안1동,"20,601","11,788",1.75,"10,805","9,796",1.1
2817763000,인천광역시 미추홀구 주안2동,"16,600","8,296",2,"8,392","8,208",1.02
2817764000,인천광역시 미추홀구 주안3동,"8,896","4,461",1.99,"4,494","4,402",1.02
2817765000,인천광역시 미추홀구 주안4동,"13,831","7,141",1.94,"6,911","6,920",1
2817766000,인천광역시 미추홀구 주안5동,"17,276","8,525",2.03,"8,646","8,630",1
2817767000,인천광역시 미추홀구 주안6동,"22,202","10,091",2.2,"11,070","11,132",0.99
2817768000,인천광역시 미추홀구 주안7동,"12,732","6,045",2.11,"6,176","6,556",0.94
2817769000,인천광역시 미추홀구 주안8동,"21,257","9,317",2.28,"10,378","10,879",0.95
2817770000,인천광역시 미추홀구 관교동,"15,306","6,339",2.41,"7,511","7,795",0.96
2817771000,인천광역시 미추홀구 문학동,"13,971","7,363",1.9,"7,485","6,486",1.15
2818500000,인천광역시 연수구 ,"390,971","155,402",2.52,"194,351","196,620",0.99
2818563000,인천광역시 연수구 옥련1동,"19,557","8,283",2.36,"9,696","9,861",0.98
2818564000,인천광역시 연수구 옥련2동,"20,724","7,991",2.59,"10,260","10,464",0.98
2818575000,인천광역시 연수구 선학동,"17,261","8,104",2.13,"8,948","8,313",1.08
2818576100,인천광역시 연수구 연수1동,"19,849","9,964",1.99,"10,870","8,979",1.21
2818576200,인천광역시 연수구 연수2동,"21,317","9,818",2.17,"10,476","10,841",0.97
